player_name,archetype_magicgg,mainboard,sideboard
Mauricio Iriarte,Azorius Tempo,"4 Aven Interrupter; 4 Voice of Victory; 4 High Noon; 4 Floodpits Drowner; 3 Aang, Swift Savior; 2 Wan Shi Tong, Librarian; 3 Seam Rip; 2 Erode; 2 Enduring Curiosity; 1 Donatello's Technique; 2 Spell Snare; 2 Avatar's Wrath; 2 Skycoach Conductor; 1 Three Steps Ahead; 4 Hallowed Fountain; 1 Fountainport; 3 Plains; 2 Island; 2 Abandoned Air Temple; 4 Floodfarm Verge; 2 Restless Anchorage; 2 Multiversal Passage; 4 Starting Town","2 Tishana's Tidebinder; 1 Seam Rip; 1 Avatar's Wrath; 2 Ajani, Outland Chaperone; 3 Rest in Peace; 2 Spell Pierce; 1 Three Steps Ahead; 1 Annul; 1 Requisition Raid; 1 The Unagi of Kyoshi Island"
Valerie Jade,Izzet Maestro,2 Mistrise Village; 2 Thundering Falls; 3 Sorceress's Schemes; 3 Three Steps Ahead; 2 Willowrush Verge; 1 Abrade; 3 Molten-Core Maestro; 1 Hedge Maze; 3 Great Hall of the Biblioplex; 1 Fountainport; 4 Combustion Technique; 3 Ashling's Command; 2 Island; 4 Firebending Lesson; 1 Spell Pierce; 2 Abandon Attachments; 4 Accumulate Wisdom; 1 Stock Up; 1 Prismari Charm; 2 It'll Quench Ya!; 4 Riverpyre Verge; 4 Steam Vents; 4 Tablet of Discovery; 3 Spirebluff Canal,2 Origin of Metalbending; 2 Negate; 2 Mathemagics; 1 Ill-Timed Explosion; 2 Annul; 2 Flashfreeze; 2 Soul-Guide Lantern; 1 Spell Pierce; 1 Broadside Barrage
Amy James,Izzet Lessons,6 Island; 4 Gran-Gran; 2 Three Steps Ahead; 2 Agna Qel'a; 2 Boomerang Basics; 4 Combustion Technique; 2 Mountain; 2 Iroh's Demonstration; 4 Firebending Lesson; 4 Monument to Endurance; 4 Accumulate Wisdom; 4 Abandon Attachments; 4 It'll Quench Ya!; 4 Riverpyre Verge; 4 Artist's Talent; 4 Steam Vents; 4 Spirebluff Canal,1 Essence Scatter; 1 Flashfreeze; 3 Price of Freedom; 1 Annul; 2 Slagstorm; 3 Spell Pierce; 2 Emeritus of Ideation; 2 Broadside Barrage
Jeff Jao,Simic Omniscience,"4 Kona, Rescue Beastie; 4 Dispelling Exhale; 4 Uthros, Titanic Godcore; 4 Willowrush Verge; 4 Cavern of Souls; 4 Stock Up; 4 Marang River Regent; 4 Evendo, Waking Haven; 1 Terror of the Peaks; 4 Consult the Star Charts; 4 Omniscience; 4 Lost in the Maze; 4 Breeding Pool; 4 Flow State; 3 Formidable Speaker; 4 Island",4 Unable to Scream; 4 Bounce Off; 4 Spider-Sense; 3 Soul-Guide Lantern
Maciej Jezyna,Mono-Green Landfall,4 Icetill Explorer; 3 Ba Sing Se; 14 Forest; 4 Escape Tunnel; 4 Fabled Passage; 4 Llanowar Elves; 4 Mightform Harmonizer; 1 Promising Vein; 4 Sazh's Chocobo; 4 Meltstrider's Resolve; 2 Royal Treatment; 4 Badgermole Cub; 4 Keen-Eyed Curator; 4 Earthbender Ascension,"1 Origin of Metalbending; 3 Pawpatch Formation; 1 Leatherhead, Swamp Stalker; 3 Mossborn Hydra; 4 Sapling Nursery; 2 Surrak, Elusive Hunter; 1 Soul-Guide Lantern"
Yiren Jiang,Izzet Spellementals,4 Eddymurk Crab; 4 Hearth Elemental; 4 Sleight of Hand; 4 Burst Lightning; 1 Spell Snare; 4 Opt; 4 Riverpyre Verge; 2 Winternight Stories; 4 Prismari Charm; 3 Traumatic Critique; 6 Island; 2 Stormcarved Coast; 4 Spirebluff Canal; 4 Steam Vents; 4 Sunderflock; 2 Get Out; 4 Flow State,"1 Soul-Guide Lantern; 2 Broadside Barrage; 1 Abrade; 2 Ghost Vacuum; 2 Disdainful Stroke; 2 Ral, Crackling Wit; 4 Colorstorm Stallion; 1 Negate"
Gabriel Joglar,Mono-Green Landfall,"4 Keen-Eyed Curator; 4 Earthbender Ascension; 1 Promising Vein; 4 Fabled Passage; 4 Mightform Harmonizer; 4 Sazh's Chocobo; 4 Escape Tunnel; 4 Badgermole Cub; 14 Forest; 3 Ba Sing Se; 4 Icetill Explorer; 4 Llanowar Elves; 2 Esper Origins; 3 Meltstrider's Resolve; 1 Surrak, Elusive Hunter","1 Surrak, Elusive Hunter; 4 Mossborn Hydra; 2 Origin of Metalbending; 2 Torpor Orb; 1 Leatherhead, Swamp Stalker; 4 Sapling Nursery; 1 Meltstrider's Resolve"
Ben Jones,Jeskai Control,2 Broadside Barrage; 4 Stock Up; 2 Sear; 2 Swallowed by Leviathan; 1 Impractical Joke; 2 Flashback; 4 Tablet of Discovery; 4 Jeskai Revelation; 1 Traumatic Critique; 2 Pyroclasm; 4 Great Hall of the Biblioplex; 4 Steam Vents; 4 Riverpyre Verge; 2 Petrified Hamlet; 1 Mistrise Village; 3 Island; 2 Sundown Pass; 3 Mountain; 4 Consult the Star Charts; 4 Thunder Magic; 2 Hallowed Fountain; 1 Stormcarved Coast; 1 Essence Scatter; 1 Into the Flood Maw,1 Impractical Joke; 2 Spell Pierce; 1 Annul; 3 Emeritus of Ideation; 3 Flashfreeze; 1 Slagstorm; 1 Broadside Barrage; 1 Disdainful Stroke; 1 Erode; 1 Petrified Hamlet
Hiroki Kageyama,Izzet Prowess,3 Elusive Otter; 4 Slickshot Show-Off; 3 Eddymurk Crab; 4 Boomerang Basics; 4 Burst Lightning; 1 Impractical Joke; 4 Opt; 4 Sleight of Hand; 1 Spell Pierce; 4 Stormchaser's Talent; 1 Wild Ride; 4 Flow State; 2 Get Out; 7 Island; 2 Multiversal Passage; 4 Riverpyre Verge; 4 Spirebluff Canal; 4 Steam Vents,"1 Annul; 1 Fire Magic; 1 Ghost Vacuum; 2 Soul-Guide Lantern; 1 Spell Snare; 2 Negate; 1 Sear; 2 Broadside Barrage; 1 Slagstorm; 2 Ral, Crackling Wit; 1 Roaring Furnace // Steaming Sauna"
Matyáš Kalužný,Izzet Spellementals,8 Island; 4 Sunderflock; 4 Eddymurk Crab; 4 Opt; 4 Burst Lightning; 3 Traumatic Critique; 4 Winternight Stories; 2 Impractical Joke; 2 Spell Snare; 2 Spell Pierce; 4 Hearth Elemental; 3 Prismari Charm; 4 Riverpyre Verge; 4 Steam Vents; 4 Spirebluff Canal; 4 Sleight of Hand,2 Disdainful Stroke; 1 Annul; 4 Colorstorm Stallion; 1 Three Steps Ahead; 2 Spell Pierce; 1 The Legend of Kuruk; 2 Soul-Guide Lantern; 1 Fire Magic; 1 Broadside Barrage
Liam Kane,Izzet Prowess,4 Boomerang Basics; 2 Bounce Off; 4 Burst Lightning; 4 Colorstorm Stallion; 2 Drake Hatcher; 2 Flow State; 7 Island; 2 Multiversal Passage; 4 Opt; 4 Riverpyre Verge; 3 Secret Identity; 4 Sleight of Hand; 4 Slickshot Show-Off; 4 Spirebluff Canal; 4 Steam Vents; 4 Stormchaser's Talent; 2 Vibrant Outburst,"1 Disdainful Stroke; 2 Drake Hatcher; 2 Flow State; 2 Get Out; 2 Into the Flood Maw; 1 Ral, Crackling Wit; 1 Sear; 2 Slagstorm; 2 Spell Pierce"
Alexander Kans,Mono-Green Landfall,3 Ba Sing Se; 4 Badgermole Cub; 4 Earthbender Ascension; 4 Escape Tunnel; 4 Esper Origins; 4 Fabled Passage; 14 Forest; 4 Icetill Explorer; 4 Llanowar Elves; 4 Meltstrider's Resolve; 4 Mightform Harmonizer; 1 Promising Vein; 2 Sapling Nursery; 4 Sazh's Chocobo,"4 Mossborn Hydra; 1 Origin of Metalbending; 2 Pawpatch Formation; 2 Royal Treatment; 3 Soul-Guide Lantern; 3 Surrak, Elusive Hunter"
Eli Kassis,Izzet Spellementals,3 Sunderflock; 8 Island; 4 Eddymurk Crab; 4 Opt; 4 Burst Lightning; 4 Traumatic Critique; 1 Ill-Timed Explosion; 3 Winternight Stories; 1 Get Out; 1 Multiversal Passage; 1 Spell Snare; 4 Hearth Elemental; 4 Riverpyre Verge; 4 Prismari Charm; 4 Steam Vents; 4 Spirebluff Canal; 4 Sleight of Hand; 2 Vibrant Outburst,"2 Disdainful Stroke; 1 Wan Shi Tong, Librarian; 1 Get Out; 1 Sear; 3 Ashling, Rekindled; 1 Ill-Timed Explosion; 2 Annul; 2 Emeritus of Ideation; 1 Spell Snare; 1 Broadside Barrage"
Jody Keith,Bant Omniscience,"3 Erode; 2 Floodfarm Verge; 2 Temple Garden; 1 Hallowed Fountain; 2 Seam Rip; 2 Dreamroot Cascade; 4 Adagia, Windswept Bastion; 1 Breeding Pool; 1 Consult the Star Charts; 1 Island; 4 Kona, Rescue Beastie; 4 Multiversal Passage; 4 Uthros, Titanic Godcore; 4 Roiling Dragonstorm; 1 Springleaf Drum; 3 Cavern of Souls; 4 Stock Up; 4 Marang River Regent; 1 Plains; 4 Omniscience; 2 Emeritus of Ideation; 4 Formidable Speaker; 2 Voice of Victory","1 Seam Rip; 1 Kutzil's Flanker; 2 Day of Judgment; 2 Spell Pierce; 1 Beza, the Bounding Spring; 1 Spider-Sense; 1 Overlord of the Mistmoors; 2 Rest in Peace; 2 Voice of Victory; 2 Clarion Conqueror"
Onoda Kenji,Izzet Lessons,"4 Spirebluff Canal; 1 Agna Qel'a; 3 It'll Quench Ya!; 3 Abandon Attachments; 1 Iroh's Demonstration; 4 Firebending Lesson; 4 Combustion Technique; 4 Gran-Gran; 2 Boomerang Basics; 4 Accumulate Wisdom; 1 Stormcarved Coast; 4 Riverpyre Verge; 2 Mountain; 4 Steam Vents; 6 Island; 4 Monument to Endurance; 4 Artist's Talent; 1 Prismari Charm; 2 Spell Snare; 1 Three Steps Ahead; 1 Ral, Crackling Wit","1 Stock Up; 1 Annul; 1 Flashfreeze; 1 Slagstorm; 2 Quantum Riddler; 1 Ghost Vacuum; 1 Wan Shi Tong, Librarian; 1 Essence Scatter; 1 Splatter Technique; 1 Ral, Crackling Wit; 1 Disdainful Stroke; 1 Soul-Guide Lantern; 1 Impractical Joke; 1 Petrified Hamlet"
David Kerrigan,Simic Rhythm,"4 Badgermole Cub; 4 Llanowar Elves; 4 Gene Pollinator; 7 Forest; 3 Mockingbird; 4 Multiversal Passage; 1 Craterhoof Behemoth; 3 Quantum Riddler; 4 Breeding Pool; 4 Botanical Sanctum; 4 Nature's Rhythm; 3 Willowrush Verge; 2 Keen-Eyed Curator; 3 Ouroboroid; 2 Surrak, Elusive Hunter; 1 Dreamroot Cascade; 2 Shimmerwilds Growth; 1 Marang River Regent; 4 Spider Manifestation","2 Spider-Sense; 1 Leatherhead, Swamp Stalker; 1 Disdainful Stroke; 3 Bounce Off; 1 Chomping Changeling; 1 Oko, Lorwyn Liege; 1 Mind into Matter; 1 Soul-Guide Lantern; 1 Sentinel of Lost Lore; 2 Pawpatch Formation; 1 Ba Sing Se"
Se̍k-un Khó͘,Izzet Prowess,7 Island; 4 Eddymurk Crab; 4 Opt; 4 Stormchaser's Talent; 4 Burst Lightning; 2 Stormcarved Coast; 1 Bounce Off; 4 Boomerang Basics; 2 Get Out; 1 Roaring Furnace // Steaming Sauna; 4 Flow State; 1 Impractical Joke; 1 Spell Pierce; 1 Stock Up; 4 Riverpyre Verge; 4 Steam Vents; 4 Spirebluff Canal; 4 Sleight of Hand; 4 Slickshot Show-Off,"1 Annul; 1 Get Out; 1 Sear; 1 Ghost Vacuum; 1 Roaring Furnace // Steaming Sauna; 1 Emeritus of Ideation; 2 Ral, Crackling Wit; 2 Soul-Guide Lantern; 1 Fire Magic; 1 Spell Pierce; 2 Broadside Barrage; 1 Negate"
Andrew Kidston,Selesnya Rhythm,4 Badgermole Cub; 4 Ouroboroid; 4 Brightglass Gearhulk; 4 Nature's Rhythm; 4 Llanowar Elves; 4 Gene Pollinator; 4 Spider Manifestation; 3 Seam Rip; 1 Soul-Guide Lantern; 2 Meltstrider's Resolve; 1 Craterhoof Behemoth; 8 Forest; 2 Plains; 4 Temple Garden; 3 Abandoned Air Temple; 4 Hushwood Verge; 1 Nurturing Pixie; 2 Multiversal Passage; 1 Insidious Fungus,"4 Sage of the Skies; 2 Get Lost; 2 Surrak, Elusive Hunter; 4 Rest in Peace; 1 Beza, the Bounding Spring; 1 Pawpatch Formation; 1 Keen-Eyed Curator"
Atsuki Kihara,Sultai Control,"1 Swamp; 3 Withering Curse; 4 Starting Town; 2 Quandrix Charm; 1 Underground Mortuary; 1 Wistfulness; 1 Dreamroot Cascade; 4 Deceit; 3 Awaken the Honored Dead; 1 Island; 1 Black Cat, Cunning Thief; 3 Superior Spider-Man; 1 Multiversal Passage; 4 Wastewood Verge; 4 Rakshasa's Bargain; 4 Overgrown Tomb; 1 Shoot the Sheriff; 3 Undercity Sewers; 2 Requiting Hex; 4 Watery Grave; 2 Witherbloom Charm; 1 Strategic Betrayal; 4 Ancient Cornucopia; 1 Gloomlake Verge; 4 Emeritus of Ideation","1 Disdainful Stroke; 2 Negate; 2 Strategic Betrayal; 2 Pest Control; 1 Keen-Eyed Curator; 1 Ghost Vacuum; 2 Cavern of Souls; 1 Black Cat, Cunning Thief; 2 Duress; 1 Bitter Triumph"
Charis Kikidis,Mono-Green Landfall,3 Ba Sing Se; 4 Badgermole Cub; 1 Bushwhack; 1 Demolition Field; 4 Earthbender Ascension; 4 Escape Tunnel; 3 Esper Origins; 4 Fabled Passage; 14 Forest; 4 Icetill Explorer; 3 Keen-Eyed Curator; 4 Llanowar Elves; 2 Meltstrider's Resolve; 4 Mightform Harmonizer; 1 Royal Treatment; 4 Sazh's Chocobo,"2 Meltstrider's Resolve; 4 Mossborn Hydra; 1 Origin of Metalbending; 2 Pawpatch Formation; 3 Sapling Nursery; 1 Scrapshooter; 2 Surrak, Elusive Hunter"
Adam Kinnaird,Azorius Momo,"3 Abandoned Air Temple; 2 Cosmogrand Zenith; 1 Curious Farm Animals; 3 Daydream; 4 Floodfarm Verge; 4 Get Lost; 2 Haliya, Guided by Light; 4 Hallowed Fountain; 4 Momo, Friendly Flier; 3 Multiversal Passage; 2 Nurturing Pixie; 2 Parting Gust; 8 Plains; 4 Quantum Riddler; 4 Sage of the Skies; 3 Seam Rip; 4 Springleaf Drum; 3 Starfield Shepherd",2 Avatar's Wrath; 3 Clarion Conqueror; 1 Kinbinding; 4 Rest in Peace; 1 Seam Rip; 2 Spell Pierce; 2 Spider-Sense
Nathan Kirner,Mono-Green Landfall,4 Ba Sing Se; 4 Badgermole Cub; 4 Earthbender Ascension; 3 Escape Tunnel; 2 Esper Origins; 4 Fabled Passage; 14 Forest; 4 Icetill Explorer; 3 Keen-Eyed Curator; 4 Llanowar Elves; 3 Meltstrider's Resolve; 4 Mightform Harmonizer; 1 Mossborn Hydra; 1 Promising Vein; 1 Royal Treatment; 4 Sazh's Chocobo,3 Mossborn Hydra; 2 Tifa Lockhart; 2 Origin of Metalbending; 3 Sapling Nursery; 2 Torpor Orb; 1 Pawpatch Formation; 1 Scrapshooter; 1 Soul-Guide Lantern
Jake Koenig,Azorius Momo,"4 Springleaf Drum; 4 Momo, Friendly Flier; 2 Floodpits Drowner; 4 Quantum Riddler; 4 Sage of the Skies; 2 Nurturing Pixie; 4 Starfield Shepherd; 3 Haliya, Guided by Light; 1 Cosmogrand Zenith; 4 Seam Rip; 2 Get Lost; 4 Floodfarm Verge; 4 Hallowed Fountain; 4 Multiversal Passage; 2 Starting Town; 6 Plains; 2 Abandoned Air Temple; 4 Daydream",2 Clarion Conqueror; 1 Curious Farm Animals; 1 Figure of Fable; 2 Emeritus of Truce; 3 Rest in Peace; 2 Flashfreeze; 2 Disdainful Stroke; 2 Requisition Raid
Brandon Kohrs,Four-Color Control,2 Mistrise Village; 1 Elegant Parlor; 1 Cori Mountain Monastery; 4 Thundering Falls; 1 Three Steps Ahead; 1 Erode; 4 Shattered Sanctum; 2 Traumatic Critique; 4 Inevitable Defeat; 4 Great Hall of the Biblioplex; 4 Consult the Star Charts; 1 Hallowed Fountain; 3 Jeskai Revelation; 1 Island; 4 No More Lies; 2 Day of Judgment; 4 Lightning Helix; 3 Sacred Foundry; 1 Meticulous Archive; 2 Stock Up; 3 Resonating Lute; 1 Riverpyre Verge; 1 Plains; 3 Steam Vents; 1 Fire Magic; 2 Improvisation Capstone,1 Ultima; 2 Negate; 2 High Noon; 1 Get Lost; 1 Abrade; 1 Pyroclasm; 2 Emeritus of Ideation; 2 Arcane Omens; 2 Rest in Peace; 1 Fire Magic
Maxx Kominowski,Izzet Spellementals,4 Sunderflock; 5 Island; 4 Eddymurk Crab; 4 Opt; 3 Burst Lightning; 4 Prismari Charm; 3 Winternight Stories; 2 Impractical Joke; 3 Spell Snare; 3 Flow State; 4 Hearth Elemental; 4 Riverpyre Verge; 4 Steam Vents; 4 Spirebluff Canal; 4 Sleight of Hand; 2 Multiversal Passage; 1 Get Out; 1 Spell Pierce; 1 Heroes' Hangout,"1 Abrade; 1 Annul; 1 Disdainful Stroke; 2 Ral, Crackling Wit; 1 Ghost Vacuum; 2 Pit of Offerings; 1 Get Out; 2 Hexing Squelcher; 1 Skycrash; 1 Broadside Barrage; 2 Hydro-Man, Fluid Felon"
Kevin Kong,Izzet Lessons,"7 Island; 4 Gran-Gran; 2 Eddymurk Crab; 1 Burst Lightning; 4 Stormchaser's Talent; 2 Stormcarved Coast; 2 Ral, Crackling Wit; 1 Great Hall of the Biblioplex; 4 Boomerang Basics; 4 Combustion Technique; 1 Impractical Joke; 2 Flow State; 1 Iroh's Demonstration; 4 Firebending Lesson; 4 Accumulate Wisdom; 4 Abandon Attachments; 4 Riverpyre Verge; 1 It'll Quench Ya!; 4 Steam Vents; 4 Spirebluff Canal","1 Disdainful Stroke; 2 Eddymurk Crab; 1 Wan Shi Tong, Librarian; 1 Impractical Joke; 2 Annul; 1 Emeritus of Ideation; 2 It'll Quench Ya!; 2 Soul-Guide Lantern; 1 Spell Pierce; 2 Sunderflock"
Chris Kral,Mardu Discard,"4 Concealed Courtyard; 2 Erode; 4 Iron-Shield Elf; 2 Inspiring Vantage; 3 Burst Lightning; 1 Cecil, Dark Knight; 4 Starting Town; 4 Practiced Offense; 1 Mountain; 1 Shardmage's Rescue; 1 Multiversal Passage; 4 Moonshadow; 4 Hardened Academic; 4 Marauding Mako; 4 Sacred Foundry; 4 Cool but Rude; 1 Blazemire Verge; 3 Tersa Lightshatter; 4 Bloodghast; 4 Blood Crypt; 1 Godless Shrine","1 Inti, Seneschal of the Sun; 2 Strategic Betrayal; 1 Seam Rip; 1 Shoot the Sheriff; 2 Case of the Crimson Pulse; 1 Erode; 3 Voice of Victory; 4 Leyline of the Void"
Will Krueger,Izzet Prowess,7 Island; 4 Eddymurk Crab; 4 Opt; 4 Stormchaser's Talent; 4 Burst Lightning; 4 Boomerang Basics; 2 Get Out; 1 Roaring Furnace // Steaming Sauna; 4 Flow State; 1 Impractical Joke; 2 Multiversal Passage; 1 Spell Pierce; 2 Stock Up; 4 Riverpyre Verge; 4 Steam Vents; 4 Spirebluff Canal; 4 Sleight of Hand; 4 Slickshot Show-Off,1 Disdainful Stroke; 1 Annul; 2 Slagstorm; 1 Get Out; 1 Impractical Joke; 1 Sear; 1 Soul-Guide Lantern; 2 The Legend of Kuruk; 1 Spell Pierce; 1 Spell Snare; 1 Negate; 2 Sunderflock
Prez Kuhnke,Izzet Lessons,4 Stormchaser's Talent; 1 It'll Quench Ya!; 2 Iroh's Demonstration; 1 Impractical Joke; 3 Flow State; 4 Firebending Lesson; 4 Combustion Technique; 4 Boomerang Basics; 4 Accumulate Wisdom; 3 Abandon Attachments; 4 Eddymurk Crab; 4 Gran-Gran; 4 Steam Vents; 4 Spirebluff Canal; 4 Riverpyre Verge; 2 Multiversal Passage; 1 Mountain; 6 Island; 1 Great Hall of the Biblioplex,"2 Annul; 1 Emeritus of Ideation; 1 Impractical Joke; 1 It'll Quench Ya!; 1 Negate; 1 Spell Snare; 3 Sunderflock; 1 Spell Pierce; 1 The Legend of Kuruk; 2 Ral, Crackling Wit; 1 Flashfreeze"
Masashiro Kuroda,Izzet Spellementals,3 Sunderflock; 2 Thundering Falls; 5 Island; 4 Eddymurk Crab; 4 Opt; 1 Three Steps Ahead; 4 Burst Lightning; 4 Traumatic Critique; 1 Great Hall of the Biblioplex; 2 Get Out; 3 Winternight Stories; 2 Spell Snare; 1 Multiversal Passage; 4 Hearth Elemental; 4 Riverpyre Verge; 4 Prismari Charm; 4 Steam Vents; 4 Spirebluff Canal; 4 Sleight of Hand,"1 Disdainful Stroke; 2 Hydro-Man, Fluid Felon; 4 Colorstorm Stallion; 1 Ill-Timed Explosion; 1 Cavern of Souls; 2 Annul; 1 Ral, Crackling Wit; 2 Soul-Guide Lantern; 1 Broadside Barrage"
Etai Kurtzman,Izzet Prowess,7 Island; 4 Eddymurk Crab; 4 Opt; 4 Stormchaser's Talent; 2 Traumatic Critique; 4 Burst Lightning; 1 Stormcarved Coast; 1 Great Hall of the Biblioplex; 4 Boomerang Basics; 2 Get Out; 4 Colorstorm Stallion; 4 Flow State; 1 Impractical Joke; 1 Sear; 1 Spell Pierce; 4 Riverpyre Verge; 4 Steam Vents; 4 Spirebluff Canal; 4 Sleight of Hand,"1 Flashfreeze; 1 Annul; 1 Slagstorm; 2 Hearth Elemental; 1 Ghost Vacuum; 2 Ral, Crackling Wit; 1 Soul-Guide Lantern; 1 Spell Pierce; 2 Broadside Barrage; 3 Sunderflock"
Curtis Lam,Golgari Midrange,4 Badgermole Cub; 1 Bitter Triumph; 4 Blooming Marsh; 1 Deathcap Glade; 3 Duress; 2 Emeritus of Abundance; 2 Firdoch Core; 3 Forest; 3 Keen-Eyed Curator; 4 Llanowar Elves; 1 Long Goodbye; 2 Maelstrom Pulse; 1 Multiversal Passage; 4 Overgrown Tomb; 4 Professor Dellian Fel; 4 Requiting Hex; 1 Restless Cottage; 1 Shoot the Sheriff; 2 Soulstone Sanctuary; 1 Strategic Betrayal; 3 Swamp; 1 Underground Mortuary; 4 Unholy Annex // Ritual Chamber; 4 Wastewood Verge,"2 Day of Black Sun; 1 Decorum Dissertation; 1 Duress; 1 Heritage Reclamation; 1 Intimidation Tactics; 1 Leatherhead, Swamp Stalker; 1 Long Goodbye; 2 Qarsi Revenant; 1 Surrak, Elusive Hunter; 1 The Ooze; 2 Torpor Orb; 1 Maelstrom Pulse"
Christoffer Larsen,Selesnya Landfall,"2 Surrak, Elusive Hunter; 2 Plains; 4 Earthbender Ascension; 4 Mightform Harmonizer; 2 Temple Garden; 3 Escape Tunnel; 2 Lumbering Worldwagon; 4 Sazh's Chocobo; 3 Ba Sing Se; 4 Llanowar Elves; 1 Keen-Eyed Curator; 4 Badgermole Cub; 4 Fabled Passage; 7 Forest; 2 Bushwhack; 4 Erode; 4 Hushwood Verge; 2 Dyadrine, Synthesis Amalgam; 1 Mossborn Hydra; 1 Icetill Explorer","3 Mossborn Hydra; 4 Sheltered by Ghosts; 3 Rest in Peace; 3 Snakeskin Veil; 1 Kutzil, Malamet Exemplar; 1 Surrak, Elusive Hunter"
Benji Leaf,Boros Discard,"6 Mountain; 2 Erode; 4 Inspiring Vantage; 2 Starting Town; 3 Burst Lightning; 3 Inti, Seneschal of the Sun; 4 Hired Claw; 2 Practiced Offense; 2 Multiversal Passage; 4 Hardened Academic; 4 Marauding Mako; 4 Sacred Foundry; 4 Cool but Rude; 4 Fear of Missing Out; 4 Bloodghast; 2 Tersa Lightshatter; 2 Casey Jones, Vigilante; 4 Sunbillow Verge",2 Erode; 2 Sheltered by Ghosts; 2 Scorching Shot; 2 Ghost Vacuum; 4 Magebane Lizard; 1 Sunspine Lynx; 2 Case of the Crimson Pulse
Anthony Lee,Izzet Prowess,4 Boomerang Basics; 2 Bounce Off; 4 Burst Lightning; 4 Colorstorm Stallion; 2 Drake Hatcher; 1 Flow State; 1 Prismari Charm; 7 Island; 2 Multiversal Passage; 4 Opt; 4 Riverpyre Verge; 3 Secret Identity; 4 Sleight of Hand; 4 Slickshot Show-Off; 4 Spirebluff Canal; 4 Steam Vents; 4 Stormchaser's Talent; 2 Vibrant Outburst,1 Disdainful Stroke; 2 Drake Hatcher; 3 Flow State; 2 Get Out; 2 Into the Flood Maw; 1 Sear; 2 Slagstorm; 2 Spell Pierce
Rick Hup Beng Lee,Dimir Excruciator,3 Bitter Triumph; 2 Cavern of Souls; 1 Day of Black Sun; 1 Deadly Cover-Up; 4 Deceit; 2 Doomsday Excruciator; 3 Emeritus of Ideation; 4 Gloomlake Verge; 1 Multiversal Passage; 4 Requiting Hex; 4 Restless Reef; 1 Shoot the Sheriff; 9 Swamp; 1 Undercity Sewers; 4 Watery Grave; 4 Winternight Stories; 4 Superior Spider-Man; 1 Nowhere to Run; 3 Overlord of the Balemurk; 2 Harvester of Misery; 2 Oildeep Gearhulk,1 Agatha's Soul Cauldron; 1 Dauntless Scrapbot; 2 Qarsi Revenant; 1 Decorum Dissertation; 4 Duress; 2 Flashfreeze; 1 Negate; 1 Quantum Riddler; 1 Strategic Betrayal; 1 Deadly Cover-Up
Shi Tian Lee,Simic Omniscience,"4 Willowrush Verge; 3 Opt; 4 Bounce Off; 2 Winternight Stories; 4 Breeding Pool; 3 Island; 2 Multiversal Passage; 4 Kona, Rescue Beastie; 4 Uthros, Titanic Godcore; 4 Cavern of Souls; 2 Spell Pierce; 3 Spell Snare; 4 Stock Up; 3 Marang River Regent; 4 Evendo, Waking Haven; 4 Omniscience; 4 Formidable Speaker; 2 North Wind Avatar",1 Consult the Star Charts; 1 Omni-Changeling; 2 Ghost Vacuum; 2 Into the Flood Maw; 1 Marang River Regent; 2 Spider-Sense; 2 Emeritus of Ideation; 3 Voice of Victory; 1 Terror of the Peaks
Avi Lessure,Azorius Momo,"2 Floodpits Drowner; 4 Momo, Friendly Flier; 2 Starting Town; 4 Seam Rip; 2 Get Lost; 3 Haliya, Guided by Light; 4 Floodfarm Verge; 4 Hallowed Fountain; 4 Springleaf Drum; 4 Daydream; 4 Multiversal Passage; 2 Abandoned Air Temple; 4 Sage of the Skies; 4 Starfield Shepherd; 6 Plains; 1 Cosmogrand Zenith; 2 Nurturing Pixie; 4 Quantum Riddler",2 Disdainful Stroke; 2 Requisition Raid; 2 Emeritus of Truce; 1 Curious Farm Animals; 1 Figure of Fable; 2 Flashfreeze; 3 Rest in Peace; 2 Clarion Conqueror
Phillip Li,Izzet Prowess,4 Sleight of Hand; 4 Opt; 4 Stormchaser's Talent; 4 Flow State; 4 Burst Lightning; 4 Slickshot Show-Off; 4 Boomerang Basics; 3 Elusive Otter; 3 Eddymurk Crab; 1 Spell Pierce; 1 Shore Up; 1 Get Out; 2 Flashback; 4 Spirebluff Canal; 4 Riverpyre Verge; 4 Multiversal Passage; 5 Island; 4 Steam Vents,"1 Soul-Guide Lantern; 1 Sear; 2 Annul; 1 Cut Propulsion; 1 Ral, Crackling Wit; 3 Sunderflock; 1 Eddymurk Crab; 1 Roaring Furnace // Steaming Sauna; 1 Emeritus of Ideation; 1 Negate; 1 Spell Pierce; 1 Get Out"
Jeff Lin,Mono-Green Landfall,15 Forest; 4 Fabled Passage; 4 Escape Tunnel; 3 Ba Sing Se; 4 Llanowar Elves; 4 Sazh's Chocobo; 4 Badgermole Cub; 4 Keen-Eyed Curator; 4 Earthbender Ascension; 4 Icetill Explorer; 4 Mightform Harmonizer; 2 Sapling Nursery; 3 Meltstrider's Resolve; 1 Royal Treatment,"2 Sapling Nursery; 1 Meltstrider's Resolve; 4 Mossborn Hydra; 2 Origin of Metalbending; 2 Pawpatch Formation; 2 Torpor Orb; 2 Surrak, Elusive Hunter"
